PI152651	59.6662743564747
PI17548	65.25426636436
PI276837	62.5625653241796
PI329435	76.9183042051419
PI329440	64.80564952433
PI34911	74.3114498112015
PI48770	67.9459674045405
PI533750	62.5625653241796
PI533752	66.6001168844503
PI533754	62.1139484841495
PI533755	70.6376684447209
PI533757	70.1890516046908
PI533758	68.3945842445705
PI533759	63.9084158442698
PI533760	65.7028832043901
PI533761	71.534902124781
PI533766	61.6653316441195
PI533769	60.7680979640593
PI533776	71.0569663768178
PI533785	63.9084158442698
PI533789	72.0696320662068
PI533794	67.0487337244803
PI533799	68.8432010846006
PI533800	74.5104946419946
PI533807	69.7404347646608
PI533810	76.4696873651118
PI533814	72.4321358048412
PI533821	68.8432010846006
PI533824	69.7404347646608
PI533830	67.0487337244803
PI533833	64.3570326842999
PI533838	56.411790922091
PI533839	66.1752412252422
PI533841	68.3945842445705
PI533842	76.1377363591865
PI533845	66.1752412252422
PI533852	63.4597990042398
PI533855	64.5479995080503
PI533856	75.1238368450216
PI533863	65.7028832043901
PI533866	68.8432010846006
PI533869	65.25426636436
PI533878	59.6662743564747
PI533901	67.4973505645104
PI533902	72.8807526448713
PI533903	66.6001168844502
PI533910	63.9084158442698
PI533911	68.61610380103
PI533912	51.3471443234278
PI533913	63.4597990042398
PI533915	64.3570326842999
PI533919	66.1515000444202
PI533921	66.1752412252422
PI533924	70.6376684447209
PI533927	68.8432010846006
PI533936	63.4597990042398
PI533937	62.5625653241796
PI533938	60.7680979640593
PI533939	65.7028832043901
PI533940	63.9084158442698
PI533943	66.1515000444202
PI533948	63.4597990042398
PI533949	62.5625653241796
PI533954	63.7343786494544
PI533955	61.6653316441195
PI533956	61.6653316441195
PI533957	64.3570326842999
PI533961	65.25426636436
PI533962	67.4973505645104
PI533964	70.442390349015
PI533965	68.8432010846006
PI533967	71.8705872354137
PI533970	66.1752412252422
PI533972	72.4321358048412
PI533976	64.80564952433
PI533979	58.525013763909
PI533980	70.6376684447209
PI533985	66.9888620838381
PI533986	67.4973505645104
PI533987	62.1139484841495
PI533989	71.8705872354137
PI533991	64.80564952433
PI533996	65.25426636436
PI533997	59.8708642839992
PI533998	72.4321358048412
PI534009	77.366921045172
PI534021	75.5724536850517
PI534037	63.4597990042398
PI534046	63.7343786494544
PI534047	54.4874622036383
PI534053	71.9835189648111
PI534054	69.7404347646608
PI534063	61.6653316441195
PI534070	56.7305464037887
PI534096	71.8705872354137
PI534097	63.9084158442698
PI534099	65.7028832043901
PI534101	67.8024829424341
PI534104	67.8024829424341
PI534105	64.3570326842999
PI534108	65.7028832043901
PI534112	71.086285284751
PI534114	70.6376684447209
PI534115	63.9084158442698
PI534116	63.0111821642097
PI534117	62.1139484841495
PI534123	63.4597990042398
PI534124	63.9084158442698
PI534127	65.7028832043901
PI534128	71.534902124781
PI534132	64.5479995080503
PI534133	68.8432010846006
PI534135	81.6340375385649
PI534137	65.3616203666463
PI534138	72.8807526448713
PI534139	60.4798952150707
PI534144	68.61610380103
PI534145	58.0763969238789
PI534148	69.7404347646608
PI534155	68.8432010846006
PI534157	68.8432010846006
PI534163	71.9835189648111
PI542406	77.7649780763784
PI542718	61.6653316441195
PI548797	72.8807526448713
PI552861	63.9084158442698
PI561072	67.9459674045405
PI561073	76.0210705250818
PI561472	75.1250706697975
PI564163	66.1752412252422
PI564164	67.0487337244803
PI564165	76.9183042051419
PI565121	76.0210705250818
PI574455	75.9386915283934
PI576130	74.6752200049915
PI576332	67.9459674045405
PI576333	66.1752412252422
PI576337	63.9084158442698
PI576339	61.2167148040894
PI576340	63.0111821642097
PI576345	72.4321358048412
PI576348	66.6001168844502
PI576349	71.8705872354137
PI576350	58.0390326392829
PI576352	63.0111821642097
PI576359	68.61610380103
PI576364	62.5625653241796
PI576366	55.8333127237285
PI576373	65.7028832043901
PI576375	69.7404347646608
